geneID	epidermis	cortex	columnella	stelle	endodermis
AT5G35390	0.054687599999999996	0.0510738	0.0531382	0.06909119999999999	0.38089389999999995
AT5G37450	0.0322672	0.0125685	0.02422	0.028640600000000002	0.0136954
AT5G41180	6.93347	8.75895	14.2124	8.98372	7.659115
AT5G45780	3.0535	9.1726	7.21208	6.686889999999999	5.145490000000001
AT5G45840	15.4857	0.196668	0.10669400000000001	0.15009	0.20128904999999997
AT5G46330	0.342477	0.0391053	0.174463	0.027863599999999995	0.01999615
AT5G48380	12.2289	11.8201	12.4474	7.31889	12.687335000000001
AT5G48740	0.25701599999999997	0.34479299999999996	2.07326	2.0030799999999997	0.783974
AT5G48940	14.3967	21.9082	11.0656	51.4463	30.3639
AT5G49660	0.041321699999999996	0.412008	0.311154	0.06530599999999999	0.64818705
AT5G49770	0.07181289999999999	0.013317600000000002	0.0	0.00434657	0.00552175
AT5G51560	10.6061	9.560030000000001	3.5457	39.6287	20.97395
AT5G53320	0.791374	1.00111	0.851407	0.689141	13.09753
AT5G53890	5.4972	4.66458	32.6466	3.4346900000000002	2.661165
AT5G56040	15.5903	74.4094	3.05947	45.21	38.395250000000004
AT5G58300	6.15246	11.6611	6.0851	31.3055	40.373050000000006
AT5G59650	0.382173	1.16082	0.42291599999999996	1.93586	0.9837085
AT5G59680	0.0302909	0.00734673	0.00574989	0.00476097	0.00209548
AT5G61480	0.486879	0.585842	0.844578	3.00349	1.4032769999999999
AT5G62230	0.0036811	0.0754089	0.00995053	0.29990100000000003	0.02223365
AT5G62710	1.90652	3.5248699999999995	15.1818	19.5911	6.555435
AT5G63710	0.0807431	1.20686	0.737056	0.232148	1.6828585
AT5G63930	16.2734	10.7824	34.5363	9.14405	9.73969
AT5G65700	16.2891	25.175	96.8879	53.251000000000005	40.897949999999994
AT5G65710	1.0852899999999999	2.48369	9.57887	2.79224	5.565175
AT5G67280	1.9093799999999999	6.87465	14.7354	2.71714	7.635595
